"","rowlabel","split","sex","yrsarea","resyrago","work2","tenure1","livharm1","agegrp7","ethgrp2a","educat3","rural2","edeprivex","wdeprivex","IndivWgtx","cause2m","walkdark","walkday","homealon","wburgl","wmugged","wcarstol","wfromcar","wraped","wattack","wraceatt","worryx","bcsvictim","rubbcomm","vandcomm","poorhou","antisocx"
"5610",136962040,"D (Online security)","Female",4,1,1,4,1,"25-34",3,"Degree or diploma","Urban",1,NA,0.644501924514771,9,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5611",137191220,"B (Attitudes to the CJS)","Male",6,NA,1,2,3,"55-64",1,"Apprenticeship or A/AS level","Rural",3,NA,0.551353216171265,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5612",136850060,"B (Attitudes to the CJS)","Male",1,2,1,4,2,"25-34",1,"O level/GCSE","Urban",4,NA,1.41565370559692,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,1,3,3,3,NA
"5613",147302090,"A (Experience of the police)","Male",7,NA,2,4,1,"75+",1,"None","Rural",3,NA,0.690771818161011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,-1.21526670455933
"5614",136672170,"A (Experience of the police)","Female",3,NA,2,4,5,"55-64",1,"Degree or diploma","Rural",3,NA,0.274566382169724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,NA
"5615",137169100,"B (Attitudes to the CJS)","Male",7,NA,1,4,1,"55-64",1,"Other","Urban",3,NA,1.18768894672394,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,0,4,4,4,NA
"5616",136100020,"B (Attitudes to the CJS)","Male",7,NA,2,1,1,"75+",1,"None","Urban",1,NA,0.875938475131989,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,4,4,NA
"5617",136739200,"D (Online security)","Male",3,NA,2,1,6,"75+",1,"None","Rural",5,NA,0.490878969430923,7,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5618",136787240,"D (Online security)","Male",5,NA,2,5,1,"25-34",1,"Degree or diploma","Rural",5,NA,0.774182796478271,13,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5619",147322130,"A (Experience of the police)","Male",6,NA,2,1,4,"65-74",1,"Degree or diploma","Rural",3,NA,0.442558974027634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,-0.701812028884888
"5620",137208260,"B (Attitudes to the CJS)","Male",6,NA,2,1,4,"55-64",1,"Degree or diploma","Rural",4,NA,0.478962391614914,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"5621",136701170,"A (Experience of the police)","Male",7,NA,2,4,5,"75+",1,"None","Urban",3,NA,0.49068495631218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"5622",137040010,"A (Experience of the police)","Female",7,NA,1,1,1,"35-44",1,"Degree or diploma","Rural",3,NA,1.23798298835754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,4,NA
"5623",136689080,"D (Online security)","Male",7,NA,2,1,3,"65-74",1,"Degree or diploma","Urban",5,NA,0.650414884090424,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5624",147516320,"D (Online security)","Female",3,NA,1,4,4,"25-34",3,"Other","Urban",1,NA,1.4827573299408,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5625",136490140,"B (Attitudes to the CJS)","Female",7,NA,2,1,1,"55-64",1,"O level/GCSE","Urban",5,NA,0.52250337600708,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,4,4,4,NA
"5626",136957130,"A (Experience of the police)","Male",7,NA,2,2,1,"55-64",5,"Degree or diploma","Urban",4,NA,1.14047420024872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,-1.21526670455933
"5627",136633090,"A (Experience of the police)","Female",3,2,1,2,2,"25-34",1,"Apprenticeship or A/AS level","Rural",5,NA,0.66198855638504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,-1.21526670455933
"5628",136734170,"A (Experience of the police)","Female",6,NA,1,1,5,"45-54",1,"Apprenticeship or A/AS level","Rural",5,NA,0.527212679386139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.722016036510468
"5629",136075150,"C (Crime preventing)","Male",5,NA,1,2,1,"35-44",1,"Degree or diploma","Urban",4,NA,1.25588142871857,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not very worried",-0.226306915283203,0,3,4,3,NA
"5630",147399050,"A (Experience of the police)","Male",7,NA,2,1,1,"65-74",3,"Degree or diploma","Urban",3,NA,1.07183229923248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,0.524503886699677
"5631",136682240,"D (Online security)","Male",5,NA,1,2,1,"25-34",1,"Apprenticeship or A/AS level","Urban",NA,1,1.25621259212494,11,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5632",136205090,"A (Experience of the police)","Female",7,NA,2,4,6,"75+",1,"Other","Urban",2,NA,0.402768105268478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,4,NA
"5633",136271170,"A (Experience of the police)","Female",7,NA,2,1,1,"65-74",1,"Degree or diploma","Urban",NA,5,1.00799012184143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.00174283981323
"5634",137153300,"B (Attitudes to the CJS)","Female",7,NA,2,5,1,"75+",1,"None","Rural",3,NA,1.39512932300568,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5635",136279140,"B (Attitudes to the CJS)","Female",1,2,2,4,6,"55-64",1,"Degree or diploma","Urban",3,NA,0.572484195232391,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,3,4,4,NA
"5636",136351190,"C (Crime preventing)","Male",7,NA,2,5,3,"25-34",1,"None","Urban",3,NA,2.84352564811707,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not Applicable","Not very worried","Not Applicable",NA,0,4,4,4,NA
"5637",137111200,"D (Online security)","Male",7,NA,2,1,3,"55-64",1,"O level/GCSE","Urban",3,NA,0.549587547779083,5,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5638",136401120,"D (Online security)","Male",7,NA,2,4,3,"65-74",1,"Degree or diploma","Rural",NA,3,0.284392207860947,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,2,NA
"5639",147497090,"A (Experience of the police)","Female",7,NA,2,1,1,"65-74",1,"None","Rural",NA,4,0.508467853069305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.998238801956177
"5640",136058150,"C (Crime preventing)","Male",6,NA,2,1,3,"65-74",1,"Apprenticeship or A/AS level","Urban",2,NA,0.240083992481232,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,0,3,3,3,NA
"5641",137140290,"A (Experience of the police)","Male",5,NA,1,2,3,"35-44",1,"Degree or diploma","Urban",3,NA,0.642011404037476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,-0.966681122779846
"5642",136582030,"C (Crime preventing)","Female",7,NA,1,2,2,"35-44",1,"O level/GCSE","Urban",1,NA,1.09402537345886,NA,NA,NA,NA,"Very Worried","Very Worried",NA,NA,"Very Worried","Very Worried","Very Worried",2.90235924720764,0,4,4,4,NA
"5643",136589270,"C (Crime preventing)","Male",6,NA,1,2,3,"35-44",1,"Degree or diploma","Urban",4,NA,0.657246470451355,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,0,4,4,4,NA
"5644",137127210,"A (Experience of the police)","Female",6,NA,2,1,1,"45-54",1,"Degree or diploma","Urban",3,NA,1.08255553245544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.892612934112549
"5645",147598250,"A (Experience of the police)","Male",7,NA,1,1,1,"55-64",1,"None","Urban",1,NA,1.88077807426453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5646",136083040,"D (Online security)","Male",7,NA,2,1,1,"65-74",1,"Degree or diploma","Urban",5,NA,1.1211097240448,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5647",136852090,"A (Experience of the police)","Female",5,NA,2,2,1,"45-54",3,"None","Urban",1,NA,3.08954286575317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,-0.753157198429108
"5648",136044160,"D (Online security)","Female",6,NA,2,4,5,"45-54",1,"O level/GCSE","Urban",3,NA,0.613934934139252,10,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"5649",136401150,"C (Crime preventing)","Female",7,NA,1,1,1,"55-64",1,"O level/GCSE","Rural",NA,3,0.605981469154358,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,0,4,4,4,NA
"5650",137000140,"B (Attitudes to the CJS)","Female",5,NA,2,1,1,"65-74",1,"O level/GCSE","Urban",4,NA,1.23954772949219,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5651",136780250,"A (Experience of the police)","Female",6,NA,1,2,3,"16-24",1,"O level/GCSE","Urban",4,NA,3.00900268554688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.708064496517181
"5652",136927140,"B (Attitudes to the CJS)","Male",1,2,1,4,3,"45-54",1,"Degree or diploma","Rural",4,NA,0.394613742828369,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,1,4,4,4,NA
"5653",135468270,"C (Crime preventing)","Female",6,NA,2,4,4,"16-24",1,"None","Rural",3,NA,0.301662981510162,NA,NA,NA,NA,"Fairly Worried","Not at all worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.297985881567001,0,3,4,4,NA
"5654",136845010,"A (Experience of the police)","Female",7,NA,2,1,1,"65-74",1,"Degree or diploma","Urban",3,NA,1.09769332408905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"5655",136787150,"C (Crime preventing)","Female",2,1,1,1,1,"55-64",1,"Degree or diploma","Rural",4,NA,0.670305788516998,NA,NA,NA,NA,"Not very worried","Fairly Worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.350236028432846,1,4,4,4,NA
"5656",147254310,"C (Crime preventing)","Female",6,NA,2,4,2,"55-64",1,"Apprenticeship or A/AS level","Urban",1,NA,1.19704055786133,NA,NA,NA,NA,"Very Worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.310144662857056,0,2,4,3,NA
"5657",136907020,"B (Attitudes to the CJS)","Male",7,NA,1,1,1,"45-54",1,"Degree or diploma","Urban",5,NA,1.19124913215637,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5658",147527170,"A (Experience of the police)","Female",5,NA,2,4,1,"35-44",1,"O level/GCSE","Urban",1,NA,0.694102108478546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,-0.512164890766144
"5659",136192100,"B (Attitudes to the CJS)","Male",3,NA,1,2,1,"25-34",1,"Degree or diploma","Urban",5,NA,1.09952688217163,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5660",136125030,"C (Crime preventing)","Female",7,NA,2,1,1,"65-74",1,"None","Rural",4,NA,0.595390379428864,NA,NA,NA,NA,"Very Worried","Fairly Worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.863515794277191,0,4,4,4,NA
"5661",136183220,"A (Experience of the police)","Female",3,NA,1,2,1,"35-44",1,"Degree or diploma","Rural",5,NA,0.5532466173172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.691780984401703
"5662",135587070,"C (Crime preventing)","Female",5,NA,1,4,5,"45-54",1,"O level/GCSE","Rural",3,NA,0.364227712154388,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,0,4,4,4,NA
"5663",137065020,"B (Attitudes to the CJS)","Female",5,NA,2,1,5,"65-74",1,"Degree or diploma","Rural",5,NA,0.626601040363312,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"5664",136325220,"B (Attitudes to the CJS)","Female",6,NA,2,5,3,"16-24",1,"None","Urban",2,NA,1.65966796875,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,0,4,4,4,NA
"5665",136682190,"C (Crime preventing)","Male",3,NA,1,4,3,"45-54",1,"O level/GCSE","Urban",NA,1,0.607838034629822,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.823424398899078,1,2,3,3,NA
"5666",136809380,"B (Attitudes to the CJS)","Female",5,NA,1,4,1,"35-44",1,"Degree or diploma","Rural",4,NA,0.666047692298889,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5667",136692090,"A (Experience of the police)","Female",7,NA,1,2,4,"45-54",1,"Degree or diploma","Urban",3,NA,0.535155653953552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,0.403035044670105
"5668",137197220,"B (Attitudes to the CJS)","Female",3,NA,2,1,5,"65-74",1,"O level/GCSE","Urban",1,NA,0.45154145359993,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,3,3,3,NA
"5669",136835260,"B (Attitudes to the CJS)","Male",9,NA,2,4,5,"65-74",NA,"Apprenticeship or A/AS level","Urban",2,NA,0.714356005191803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5670",136242130,"A (Experience of the police)","Male",7,1,1,3,3,"25-34",1,"Apprenticeship or A/AS level","Rural",4,NA,0.503642737865448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,-0.26491767168045
"5671",147315150,"C (Crime preventing)","Female",4,NA,1,4,3,"16-24",1,"Degree or diploma","Rural",5,NA,2.90754318237305,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",0.0104916086420417,1,4,4,4,NA
"5672",147528200,"D (Online security)","Female",7,NA,2,4,6,"75+",1,"None","Urban",2,NA,0.802638411521912,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5673",136753320,"D (Online security)","Male",6,NA,2,1,1,"55-64",1,"Degree or diploma","Urban",5,NA,0.508343815803528,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5674",136072070,"C (Crime preventing)","Male",7,NA,1,4,3,"45-54",1,"None","Urban",1,NA,0.30875837802887,NA,NA,NA,NA,"Fairly Worried","Very Worried",NA,NA,"Fairly Worried","Very Worried","Not at all worried",1.51393353939056,0,2,2,2,NA
"5675",136729270,"C (Crime preventing)","Female",5,NA,1,1,1,"45-54",1,"Other","Urban",4,NA,0.580970883369446,NA,NA,NA,NA,"Not very worried","Very Worried",NA,NA,"Very Worried","Very Worried","Fairly Worried",2.10117268562317,1,3,3,3,NA
"5676",136711060,"B (Attitudes to the CJS)","Female",7,NA,1,4,5,"45-54",1,"Degree or diploma","Rural",3,NA,0.521564781665802,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,4,4,4,NA
"5677",136821030,"C (Crime preventing)","Female",5,NA,2,1,5,"65-74",4,"Degree or diploma","Urban",3,NA,0.590452909469604,NA,NA,NA,NA,"Very Worried","Fairly Worried",NA,NA,"Fairly Worried","Fairly Worried","Not at all worried",1.15288519859314,0,4,4,3,NA
"5678",136154060,"B (Attitudes to the CJS)","Male",4,NA,1,4,3,"45-54",4,"None","Urban",1,NA,1.70582354068756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5679",137214040,"D (Online security)","Male",4,NA,1,2,1,"55-64",1,"Degree or diploma","Urban",5,NA,1.09787476062775,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,NA
"5680",147584070,"C (Crime preventing)","Female",7,NA,2,4,6,"75+",1,"None","Rural",5,NA,0.353217571973801,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.823424398899078,0,4,4,4,NA
"5681",136657130,"A (Experience of the police)","Female",5,NA,1,1,1,"55-64",1,"Degree or diploma","Urban",5,NA,0.73453015089035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.200880512595177
"5682",147377110,"C (Crime preventing)","Female",4,NA,1,4,1,"35-44",3,"Degree or diploma","Urban",3,NA,1.41074311733246,NA,NA,NA,NA,"Very Worried","Not very worried",NA,NA,"Not at all worried","Fairly Worried","Not at all worried",0.308276802301407,0,4,4,4,NA
"5683",135615290,"A (Experience of the police)","Male",7,NA,1,1,1,"55-64",1,"Degree or diploma","Rural",NA,4,0.451717436313629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"5684",136743110,"C (Crime preventing)","Female",3,NA,2,4,5,"75+",1,"Apprenticeship or A/AS level","Rural",3,NA,1.67458152770996,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,0,4,4,4,NA
"5685",136597210,"A (Experience of the police)","Male",7,NA,2,1,6,"75+",1,"None","Urban",4,NA,0.54852569103241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.00496265990659595
"5686",136194040,"D (Online security)","Female",7,NA,1,2,1,"45-54",1,"Apprenticeship or A/AS level","Urban",3,NA,0.488057285547256,13,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5687",147254160,"D (Online security)","Male",7,NA,2,4,5,"35-44",1,"None","Urban",1,NA,1.8666398525238,13,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,NA
"5688",136289050,"A (Experience of the police)","Male",5,NA,1,2,3,"25-34",1,"Degree or diploma","Urban",1,NA,0.725165069103241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,-0.0113208526745439
"5689",136361050,"A (Experience of the police)","Female",6,NA,1,2,5,"45-54",1,"O level/GCSE","Urban",5,NA,1.08645606040955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,0.122635528445244
"5690",136103330,"A (Experience of the police)","Male",6,NA,1,2,1,"35-44",1,"Degree or diploma","Rural",3,NA,0.735921800136566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5691",136203080,"D (Online security)","Female",7,NA,2,1,1,"75+",1,"None","Urban",5,NA,1.19936263561249,13,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5692",136338220,"B (Attitudes to the CJS)","Female",7,NA,1,4,3,"35-44",1,"None","Urban",2,NA,0.539975941181183,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,0,4,4,4,NA
"5693",137132100,"B (Attitudes to the CJS)","Male",7,NA,1,5,3,"16-24",1,"Apprenticeship or A/AS level","Urban",1,NA,3.54576349258423,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,0,3,3,3,NA
"5694",136514170,"A (Experience of the police)","Female",4,2,1,5,1,"65-74",1,"Degree or diploma","Urban",4,NA,0.418277025222778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5695",137052180,"B (Attitudes to the CJS)","Female",7,NA,2,4,6,"65-74",1,"None","Urban",4,NA,0.596441626548767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5696",136392220,"B (Attitudes to the CJS)","Male",5,NA,2,1,5,"45-54",1,"O level/GCSE","Rural",3,NA,0.434275537729263,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,4,4,4,NA
"5697",147294200,"D (Online security)","Female",7,NA,1,2,1,"55-64",1,"Apprenticeship or A/AS level","Urban",4,NA,0.524337470531464,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5698",137120080,"D (Online security)","Female",6,NA,1,2,3,"16-24",1,"O level/GCSE","Urban",5,NA,2.57810497283936,10,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5699",136340230,"C (Crime preventing)","Female",4,1,2,4,2,"55-64",1,"O level/GCSE","Rural",3,NA,0.902772009372711,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,0,4,4,4,NA
"5700",136490170,"A (Experience of the police)","Male",7,NA,2,1,1,"75+",1,"Degree or diploma","Urban",5,NA,0.523708879947662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.00174283981323
"5701",136777260,"B (Attitudes to the CJS)","Female",6,NA,2,1,1,"75+",1,"None","Urban",4,NA,1.27879226207733,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5702",136197070,"C (Crime preventing)","Male",3,NA,1,2,3,"25-34",1,"Degree or diploma","Urban",4,NA,0.648545384407043,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.257573813199997,0,3,3,3,NA
"5703",137074090,"A (Experience of the police)","Female",6,NA,2,1,6,"65-74",1,"Apprenticeship or A/AS level","Rural",5,NA,0.355957120656967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,0.391681432723999
"5704",136968180,"B (Attitudes to the CJS)","Female",7,NA,1,4,3,"25-34",2,"O level/GCSE","Urban",1,NA,3.38490223884583,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,1,3,4,4,NA
"5705",135482030,"C (Crime preventing)","Female",2,1,1,1,3,"25-34",1,"O level/GCSE","Urban",NA,3,0.297696202993393,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.246148273348808,1,3,3,3,NA
"5706",137003160,"D (Online security)","Male",5,NA,2,4,5,"75+",1,"None","Urban",2,NA,0.574151456356049,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"5707",136415180,"B (Attitudes to the CJS)","Female",7,NA,2,1,1,"75+",1,"Degree or diploma","Urban",3,NA,1.43540608882904,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5708",136648090,"A (Experience of the police)","Male",5,NA,2,2,1,"45-54",1,"O level/GCSE","Urban",3,NA,0.82693487405777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5709",136836250,"A (Experience of the police)","Female",1,2,2,4,3,"25-34",1,"O level/GCSE","Urban",2,NA,0.843913435935974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,2,0.483355730772018
"5710",136629250,"A (Experience of the police)","Female",5,NA,2,4,3,"16-24",1,"Degree or diploma","Urban",1,NA,1.71742653846741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,-0.274764090776443
"5711",136208070,"C (Crime preventing)","Female",6,NA,1,2,1,"35-44",1,"Degree or diploma","Rural",2,NA,0.610198497772217,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Fairly Worried","Not very worried","Not at all worried",0.278557032346725,0,4,4,4,NA
"5712",136794050,"A (Experience of the police)","Male",3,NA,2,4,3,"55-64",1,"Apprenticeship or A/AS level","Rural",5,NA,0.341030210256577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,-1.21526670455933
"5713",137124130,"A (Experience of the police)","Female",7,NA,1,4,4,"55-64",1,"Apprenticeship or A/AS level","Rural",2,NA,0.562724351882935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,-0.701812028884888
"5714",136098170,"A (Experience of the police)","Male",7,NA,1,2,1,"35-44",1,"None","Rural",4,NA,1.16188323497772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,-0.692221462726593
"5715",147558150,"C (Crime preventing)","Male",3,2,1,5,3,"25-34",1,"Degree or diploma","Urban",3,NA,1.55204832553864,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,0,3,4,4,NA
"5716",137151050,"A (Experience of the police)","Female",4,NA,1,2,1,"55-64",1,"None","Urban",4,NA,0.506636559963226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,0.483355730772018
"5717",136322230,"C (Crime preventing)","Female",3,NA,1,4,3,"16-24",1,"Degree or diploma","Urban",4,NA,0.701803147792816,NA,NA,NA,NA,"Very Worried","Very Worried",NA,NA,"Very Worried","Very Worried","Not at all worried",2.03863883018494,0,3,4,3,NA
"5718",136712090,"A (Experience of the police)","Female",1,2,2,4,3,"16-24",1,"Apprenticeship or A/AS level","Urban",4,NA,1.36478805541992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"5719",136630150,"C (Crime preventing)","Female",4,2,2,4,1,"16-24",1,"Apprenticeship or A/AS level","Rural",3,NA,1.42406272888184,NA,NA,NA,NA,"Fairly Worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.875262022018433,0,3,3,3,NA
"5720",136296210,"A (Experience of the police)","Female",5,2,1,4,2,"25-34",1,"Apprenticeship or A/AS level","Urban",3,NA,1.1373518705368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,2.18832063674927
"5721",136674350,"C (Crime preventing)","Female",6,NA,1,1,3,"45-54",1,"Degree or diploma","Rural",NA,4,0.26602977514267,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",0.0104916086420417,0,4,4,4,NA
"5722",136378290,"A (Experience of the police)","Male",5,NA,2,4,3,"55-64",1,"Apprenticeship or A/AS level","Urban",2,NA,0.876605629920959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,-0.484784036874771
"5723",147436120,"D (Online security)","Female",6,NA,1,4,1,"35-44",1,"Degree or diploma","Rural",3,NA,0.749762356281281,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5724",136530170,"A (Experience of the police)","Male",1,2,1,5,2,"55-64",1,"None","Urban",3,NA,1.01750183105469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.457146912813187
"5725",136980080,"D (Online security)","Male",7,NA,2,4,6,"75+",1,"None","Urban",1,NA,0.585956633090973,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
